"zpid","price","address","bedrooms","bathrooms","sqft","price_per_sqft","property_type","status","latitude","longitude","state","region","hoa","mls_number","parking_garage","description","days_on_market","year_built","acreage","front_photo","image_path","link","scraped_at"
"243991671","$95,000,000","729 Bel Air Rd, Los Angeles, CA 90077","9","20","18,784",5057.5,"Single Family","For Sale",34.08585,-118.44305,"CA","Los Angeles",NA,"25497825","Carport","One of the most important residential properties in Los Angeles. Located in the most prime section of Bel Air, Villa dei Fiore is reminiscent of the great homes on the Amalfi Coast and world class estates throughout Europe. Built with incredible scale and detail, the perfect home for entertaining boasts an illustrious history of hosting US Presidents and dignitaries. Situated on 3.3 exquisite acres (3 legal lots) and overlooking breathtaking views spanning across all of Los Angeles. A long priva",NA,"1972","19723.32","","property_images/243991671_img1.jpg","https://www.zillow.com/homedetails/729-Bel-Air-Rd-Los-Angeles-CA-90077/243991671_zpid/",2025-11-21 09:42:15.785545
"20746883","$1,099,000","2067 Mayview Dr, Los Angeles, CA 90027","2","3","1,188",925.08,"Single Family","For Sale",34.099403,-118.27602,"CA","Los Angeles",NA,"SB25122036","Carport","Listing Provided by: Amir Shain DRE #01873224 323.381.0657,Alexander Lux Properties Inc. Probate sale subject to court confirmation with hearing scheduled for 12/16/25. Previous escrow has cancelled, and the property is now available again. This Los Feliz/Franklin Hills hillside home offers incredible views and strong upside potential for the right buyer. The home does need cosmetic and general repair work—including areas of drywall, window trim, and portions of the roof. This is a great opportu",NA,"1949",NA,"","property_images/20746883_img1.jpg","https://www.zillow.com/homedetails/2067-Mayview-Dr-Los-Angeles-CA-90027/20746883_zpid/",2025-11-21 09:42:15.785545
"19949828","$1,649,000","18033 Rosita St, Encino, CA 91316","4","3","1,898",868.81,"Single Family","For Sale",34.15751,-118.52614,"CA","Encino",NA,"25603235","Carport","Located South of the Boulevard in prime Encino, this 3 bedroom turnkey home with a detached ADU offers resort-style living with luxurious upgrades, modern functionality, and seamless indoor-outdoor flow. Inside the main house, an open-concept layout welcomes you with a chef's kitchen featuring stainless steel appliances, a breakfast bar, and views of the landscaped front yard. The serene primary suite includes vaulted ceilings, a spa-inspired ensuite bath, and French doors that open directly to ",NA,"1948",NA,"","property_images/19949828_img1.jpg","https://www.zillow.com/homedetails/18033-Rosita-St-Encino-CA-91316/19949828_zpid/",2025-11-21 09:42:15.785545
"19980103","$4,495,000","16728 Morrison St, Encino, CA 91436","7","7","5,600",802.68,"Single Family","For Sale",34.161583,-118.497665,"CA","Encino",NA,"SR25255601Originating","Attached Garage","November 18, 2025 at 03:09pmListing Provided by:Rosalyne Cohen DRE #01973657 818-826-9086,Beverly and Company, Inc.","152","2025",NA,"","property_images/19980103_img1.jpg","https://www.zillow.com/homedetails/16728-Morrison-St-Encino-CA-91436/19980103_zpid/",2025-11-21 09:42:15.785545
"119553174","$6,299,000","900 W Olympic Blvd UNIT 47G, Los Angeles, CA 90015","3","4","4,250",1482.12,"Condo","For Sale",34.04477,-118.26596,"CA","Los Angeles","4834","25621247","Carport","Experience five-star luxury living at The Ritz-Carlton Residences at LA Live. This stunning 47th floor unit is one of the largest square footages in the building and offers breathtaking 270-degree views. Walls of glass look out to the Hollywood Hills, Pacific Ocean and a breathtaking perspective of the downtown Los Angeles skyline. The formal entrance hall opens to the massive living & dining room with landmarks in every direction; The Hollywood Sign, Observatory and so much more...The Chef's ki",NA,"2010",NA,"","property_images/119553174_img1.jpg","https://www.zillow.com/homedetails/900-W-Olympic-Blvd-UNIT-47G-Los-Angeles-CA-90015/119553174_zpid/",2025-11-21 09:42:15.785545
"442028457","$578,000","2911 1/2 N Coolidge Ave, Los Angeles, CA 90039","2","2","732",789.62,"Single Family","For Sale",34.10331,-118.24616,"CA","Los Angeles","300","P1-22725","Carport","Listing Provided by: Dennis Battung DRE #01525589 mrdns13@gmail.com,Kirela Real Estate Co Welcome to your bright and stylish new home in the heart of Frogtown; one of LA's most dynamic & creative neighborhoods. This 732 sq ft space blends modern design with comfort, giving you more than a home, it's a lifestyle upgrade.Step inside to soaring ceilings and windows that flood the space with California light. Two serene bedrooms offer private retreats, while in-unit laundry and central air ensure ea",NA,"2024",NA,"","property_images/442028457_img1.jpg","https://www.zillow.com/homedetails/2911-1-2-N-Coolidge-Ave-Los-Angeles-CA-90039/442028457_zpid/",2025-11-21 09:42:15.785545
"19931790","$1,468,888","20632 Tiara St, Woodland Hills, CA 91367","3","2","1,800",816.05,"Single Family","For Sale",34.17678,-118.58306,"CA","Woodland Hills",NA,"GD25256436","Carport","Listing Provided by: Edwin Ordubegian DRE #01264835 818-631-3324,Coldwell Banker Hallmark Gorgeous Updated Modern Mid-Century Retreat in Prime Woodland Hills. Welcome to 20632 Tiara Street, a stunning single-story reimagined Mid-Century home originally built in 1961 and now transformed for modern living. Set in one of Woodland Hills’ most desirable neighborhoods on a tree lined street. this 3-bedroom, 2-bath residence spans approximately 1,800 sq. ft. of beautifully designed space with an open, ",NA,"1961","19610.29","","property_images/19931790_img1.jpg","https://www.zillow.com/homedetails/20632-Tiara-St-Woodland-Hills-CA-91367/19931790_zpid/",2025-11-21 09:42:15.785545
"35964819","$2,999,000","6930 Oporto Dr, Los Angeles, CA 90068","3","4","3,502",856.37,"Single Family","For Sale",34.11138,-118.342,"CA","Los Angeles",NA,"25585649","Carport","Welcome to an enchanting retreat in the heart of the Hollywood Hills, where timeless character meets modern allure. Tucked away at the end of a tree-lined cul-de-sac in coveted Outpost Estates, this gated Tuscan-inspired villa offers the perfect balance of privacy, romance, and sweeping city views.Set behind walls and surrounded by sunlit gardens, the estate welcomes you through a grand courtyard into interiors rich with artisan craftsmanship. Dramatic coffered ceilings, hand-forged ironwork, an",NA,"1940",NA,"","property_images/35964819_img1.jpg","https://www.zillow.com/homedetails/6930-Oporto-Dr-Los-Angeles-CA-90068/35964819_zpid/",2025-11-21 09:44:54.793698
"20076172","$675,000","12547 Cometa Ave, San Fernando, CA 91340","3","2","1,122",601.6,"Single Family","For Sale",34.297577,-118.42435,"CA","San Fernando",NA,"SR25233633","Carport","Listing Provided by: Christina Pambakian DRE #01466412 818-606-9560,Equity Union Welcome to this delightful single-story home in San Fernando, offering charm, functionality, and incredible potential for those looking to make it their own. RESIDENCE: Situated on a generous ± 6,748 SF lot, this 3-bedroom, 1.75-bath home spans ±1,122 SF of comfortable living space. The thoughtfully designed floor plan includes a bright family room, an inviting dining area, and a cozy kitchen with plenty of storage.",NA,"1955",NA,"","property_images/20076172_img1.jpg","https://www.zillow.com/homedetails/12547-Cometa-Ave-San-Fernando-CA-91340/20076172_zpid/",2025-11-21 09:44:54.793698
"19943852","$1,595,000","4731 Topanga Canyon Blvd, Woodland Hills, CA 91364","5","3","2,356",676.99,"Single Family","For Sale",34.152554,-118.605675,"CA","Woodland Hills",NA,"SR25261468","Carport","Listing Provided by: Shane Nichols DRE #01948062 818-312-3164,Rodeo Realty GATED midcentury modern custom home offering a highly desirable \"South of the Blvd\" locale. Inside this light & bright masterpiece, discover a dazzling renovation preserving all the mastery of its original timeless design while quenching your thirst for quality & a mesmerizing modern style. Completely remodeled down to the studs with the utmost care in modern design and living, culminating in an absolute visual delight, b",NA,"1956",NA,"","property_images/19943852_img1.jpg","https://www.zillow.com/homedetails/4731-Topanga-Canyon-Blvd-Woodland-Hills-CA-91364/19943852_zpid/",2025-11-21 09:44:54.793698
"20158280","$1,688,000","10658 Fullbright Ave, Chatsworth, CA 91311","3","2","2,011",839.38,"Single Family","For Sale",34.264275,-118.576744,"CA","Chatsworth",NA,"BB25259496","Carport","Listing Provided by: Elvin Apelian DRE #01433009 818-618-1818,Equity Union Experience modern California living at its finest with a seamless blend of traditional charm and contemporary design. From the moment you arrive, the striking black entry doors set the tone, highlighting the contrast between the classic single-story main residence and the sleek two-story ADU. The main residence offers approx. 2,211 sq ft with 3 bedrooms and 2 bathrooms and features a bright open layout with elegant update",NA,"1964","19640.28","","property_images/20158280_img1.jpg","https://www.zillow.com/homedetails/10658-Fullbright-Ave-Chatsworth-CA-91311/20158280_zpid/",2025-11-21 09:44:54.793698
"20147119","$820,000","16500 McKeever St, Granada Hills, CA 91344","4","2","1,325",618.87,"Single Family","For Sale",34.274426,-118.49132,"CA","Granada Hills",NA,"SR25257404","Carport","Listing Provided by: Armine Emmoyan DRE #01376284 818-570-2699,JohnHart Real Estate,Co-Listing Agent: Erik Calzadillas DRE #01428145,JohnHart Real Estate Welcome to 16500 McKeever Street, a charming single-family home nestled in the heart of Granada Hills! This inviting 4-bedroom, 2-bath residence offers 1,325 sq. ft. of comfortable living space on a spacious 7,504 sq. ft. lot. Once inside a bright and welcoming living room featuring a sleek white concrete accent wall with a cozy fireplace and a",NA,"1955",NA,"","property_images/20147119_img1.jpg","https://www.zillow.com/homedetails/16500-McKeever-St-Granada-Hills-CA-91344/20147119_zpid/",2025-11-21 09:44:54.793698
"20738425","$699,000","617 Micheltorena St, Los Angeles, CA 90026","2","1","744",939.52,"Single Family","For Sale",34.07978,-118.28094,"CA","Los Angeles","207","25553969","Carport","Settle in with comfort and style in this bright and charming 2-bedroom, 1-bath home. This gut-renovated single-family bungalow with a large private yard is situated in a 3-unit TIC development on a quiet street in the popular Silver Lake neighborhood. This \"down to the studs\" renovation includes a new roof, ductless HVAC system, W/D, tankless water heater, double-pane wood windows, new landscaping, 1+ car parking, private storage barn, and a community BBQ pad. Interior finishes include hardwood ",NA,"1925",NA,"","property_images/20738425_img1.jpg","https://www.zillow.com/homedetails/617-Micheltorena-St-Los-Angeles-CA-90026/20738425_zpid/",2025-11-21 09:44:54.793698
"20753060","$1,350,000","2321 Lake View Ave, Los Angeles, CA 90039","3","2","1,509",894.63,"Single Family","For Sale",34.0982,-118.254974,"CA","Los Angeles",NA,"25601023","Carport","Silver Lake living feels exquisite in this 1930 Spanish, reimagined with modern sensibility and enjoying sweeping hillside views. The tri-level layout balances original charm and smart updates, featuring bright, airy rooms with effortless flow. In the living room, a large picture window frames the hills in golden light; the dining room centers on a grand arched window, a perfect backdrop for gatherings. The open kitchen is finished with waterfall quartz counters, stainless appliances, counter se",NA,"1930",NA,"","property_images/20753060_img1.jpg","https://www.zillow.com/homedetails/2321-Lake-View-Ave-Los-Angeles-CA-90039/20753060_zpid/",2025-11-21 09:44:54.793698
"2070280035","$449,000","7800 Topanga Canyon Blvd, Canoga Park, CA 91304","2","2","1,038",432.56,"Condo","For Sale",34.21114,-118.60517,"CA","Canoga Park","686","SR25263538","Carport","Listing Provided by: Emily Rose DRE #01308620 818-355-9988,Compass Welcome to 7800 Topanga Canyon Blvd #304 — a beautifully upgraded 2-bed, 2-bath condominium offering turnkey living in the heart of Canoga Park. Step inside to an inviting open floor plan highlighted by updated finishes, modern touches, and abundant natural light. The spacious living area flows seamlessly onto a private balcony—perfect for morning coffee, or an evening unwinding in the fresh SoCal breezes. The upgraded modern kit",NA,"1981",NA,"","property_images/2070280035_img1.jpg","https://www.zillow.com/homedetails/7800-Topanga-Canyon-Blvd-Canoga-Park-CA-91304/2070280035_zpid/",2025-11-21 09:44:54.793698
"20604870","$399,850","1140 1/2 S Oxford Ave, Los Angeles, CA 90006","2","1","528",757.29,"Single Family","For Sale",34.049603,-118.30724,"CA","Los Angeles",NA,"RS25252135","Carport","Listing Provided by: Babak Alihaji DRE #02054547 6263760911,Elevate Real Estate Agency Welcome to this charming Bungalow recently remodeled, open living space complete with a spacious kitchen and brand new appliances including Oven, Microwave, Refrigerator, Dish Washer, Tankless Water Heater, Washer and Dryer, and Wall Air Conditioner, plenty of cabinets for storage and storage area. Come and enjoy newly renovated single family home bungalow in Korean Town. Bungalow from the 1920's. 4 bungalows ",NA,"1923",NA,"","property_images/20604870_img1.jpg","https://www.zillow.com/homedetails/1140-1-2-S-Oxford-Ave-Los-Angeles-CA-90006/20604870_zpid/",2025-11-21 09:44:54.793698
"20812139","$2,850,000","2229 Nella Vista Ave, Los Angeles, CA 90027","4","3","2,471",1153.38,"Single Family","For Sale",34.11358,-118.28364,"CA","Los Angeles",NA,"25610689","Carport","Beautifully reimagined and restored, this turnkey 1925 English Storybook home sits north of the boulevard in prime Los Feliz. Combining historic charm with modern luxury, the 4BD/3BA residence features a light-filled chef's kitchen, custom windows, hand-crafted millwork, solid oak floors, designer bathrooms, elegant finishes, and classic coved ceilings. Every element has been thoughtfully curated, while the systems are fully updated with new plumbing, electrical, HVAC, two tankless water heaters",NA,"1925",NA,"","property_images/20812139_img1.jpg","https://www.zillow.com/homedetails/2229-Nella-Vista-Ave-Los-Angeles-CA-90027/20812139_zpid/",2025-11-21 09:47:38.324484
"67405738","$34,990,000","9199 Thrasher Ave, Los Angeles, CA 90069","5","9","9,687",3612.06,"Single Family","For Sale",34.09571,-118.38956,"CA","Los Angeles",NA,"25613211","6","True Hollywood Hills living! Perched high above the Sunset Strip, 9199 Thrasher Avenue is a turn key architectural masterpiece by internationally acclaimed architect Paul McClean, commanding one of the most dramatic vantage points in all of Los Angeles. Walls of glass frame breathtaking 280 panoramic views that sweep from the shimmering Downtown skyline to the distant coastline of Catalina Island. By day, the residence floats effortlessly above the city; by night, it transforms into a luminous o",NA,"2016","20160.41","","property_images/67405738_img1.jpg","https://www.zillow.com/homedetails/9199-Thrasher-Ave-Los-Angeles-CA-90069/67405738_zpid/",2025-11-21 09:47:38.324484
"20030279","$1,499,999","3536 Laurel Canyon Blvd, Studio City, CA 91604","4","3","2,223",674.76,"Single Family","For Sale",34.135406,-118.391846,"CA","Studio City",NA,"SR25244096","Carport","Listing Provided by: Hovik Pakhanyan DRE #02047126 310-861-7377,The Agency Nestled on an expansive quarter-acre lot in the heart of prime Studio City, this single-level 4-bedroom, 3-bathroom gem is a rare find for families and investors alike. Bathed in natural light, the home boasts a practical layout featuring a spacious great room, a formal living area, and a versatile one-car garage currently used for storage. The vast backyard offers endless possibilities—enjoy it as a lush, private oasis o",NA,"1945","19450.26","","property_images/20030279_img1.jpg","https://www.zillow.com/homedetails/3536-Laurel-Canyon-Blvd-Studio-City-CA-91604/20030279_zpid/",2025-11-21 09:47:38.324484
"458321145","$1,449,000","10445 Wilshire Blvd, Los Angeles, CA 90024","2","2","1,722",841.46,"Condo","For Sale",34.066,-118.43111,"CA","Los Angeles","2130","PW25260037","Carport","Listing Provided by: Justin Itzen DRE #01993489 949-339-4184,The Oppenheim Group,Adam Ataya DRE #02239825,The Oppenheim Group Welcome to Residence 706 at The Grand, a bright and refreshed south-facing condo in one of the Wilshire Corridor’s most dependable full-service buildings. The home has been updated to offer clean modern finishes and comfortable everyday living in a prime Westwood location. The updated kitchen sets the tone with Miele appliances, a WOLF refrigerator, sleek cabinetry, and a",NA,"1980",NA,"","property_images/458321145_img1.jpg","https://www.zillow.com/homedetails/10445-Wilshire-Blvd-Los-Angeles-CA-90024/458321145_zpid/",2025-11-21 09:47:38.324484
"51578779","$925,000","22714 Stagg St, Canoga Park, CA 91304","4","2","1,728",535.3,"Single Family","For Sale",34.21083,-118.621994,"CA","Canoga Park",NA,"SR25259799","Carport","Listing Provided by: Neal Weichel DRE #01107376 661-284-5080,RE/MAX of Santa Clarita Exceptional West hills single story home with nice lot and great cul-de-sac location. With mature trees, newer exterior paint and a side yard large enough for boat or RV, this is a nice combination of privacy and size to the grounds. Newer vinyl fencing and covered patio. Inside greets you with laminate wood floors, sharp paint, vaulted ceilings with homey fireplace in living room and lots of windows with shutte",NA,"1975",NA,"","property_images/51578779_img1.jpg","https://www.zillow.com/homedetails/22714-Stagg-St-Canoga-Park-CA-91304/51578779_zpid/",2025-11-21 09:47:38.324484
"20797650","$1,049,995","1815 Laurel Canyon Blvd, Los Angeles, CA 90046","2","1","1,512",694.44,"Single Family","For Sale",34.10409,-118.366264,"CA","Los Angeles",NA,"25613355","Carport","Nestled in legendary Laurel Canyon, this unique 2-story property with a vaulted ceiling, offers two side-by-side parcels with separate APN numbers and incredible potential! For 25 years, it has served as an artist studio and residence, and now it's a fixer sold as-is, ready to be reimagined into a private sanctuary or creative compound. Surrounded by lush hills, mature trees, and the canyon's iconic charm, the property balances privacy with proximity to the infamous Canyon Country Store, Sunset ",NA,"1960",NA,"","property_images/20797650_img1.jpg","https://www.zillow.com/homedetails/1815-Laurel-Canyon-Blvd-Los-Angeles-CA-90046/20797650_zpid/",2025-11-21 09:47:38.324484
"20577727","$1,700,000","3804 Duray Pl, Los Angeles, CA 90008","3","3","2,738",620.89,"Single Family","For Sale",34.009315,-118.36508,"CA","Los Angeles",NA,"25592287","Carport","REMODELED BALDWIN VISTA COURTYARD HOME - Experience the essence of luxurious indoor-outdoor living in this re imagined home, where soaring floor-to-ceiling glass walls open to serene courtyards, filling every room with fresh air and natural light. Discover how a courtyard floor plan can add richness to your life, and increase the efficiency and comfort of your new home. Rich hardwood floors flow seamlessly throughout, accentuating the home's open and spacious design. This home boasts two excepti",NA,"1967",NA,"","property_images/20577727_img1.jpg","https://www.zillow.com/homedetails/3804-Duray-Pl-Los-Angeles-CA-90008/20577727_zpid/",2025-11-21 09:47:38.324484
"19971597","$895,000","14937 Friar St, Van Nuys, CA 91411","5","3","1,971",454.08,"Single Family","For Sale",34.185898,-118.45874,"CA","Van Nuys",NA,"SR25249310","Carport","Listing Provided by: Karina Villagomez DRE #01924652 805-791-5256,Luxury Collective Step inside this beautifully remodeled home that perfectly blends modern style with timeless comfort. Featuring 5 spacious bedrooms and 3 updated bathrooms, this home offers approximately 1,900 sqft of bright and inviting living space. Enjoy the convenience of a private driveway, detached garage, and a large 6,400 sq ft lot, ideal for entertaining, gardening, or even future expansion. The freshly updated interior",NA,"1946",NA,"","property_images/19971597_img1.jpg","https://www.zillow.com/homedetails/14937-Friar-St-Van-Nuys-CA-91411/19971597_zpid/",2025-11-21 09:47:38.324484
"20765189","$999,000","4707 Toland Way, Los Angeles, CA 90042","3","2","954",1047.17,"Single Family","For Sale",34.120304,-118.21387,"CA","Los Angeles",NA,"25614569","Carport","Located just moments from York Boulevard's shops and restaurants, this Highland Park home captures the charm and energy of Eastside living. Thoughtfully updated with modern, tasteful finishes, it offers comfortable interiors and a private wrap-around yard designed for effortless indoor-outdoor living. As you step inside, the living room opens up with large windows and a natural flow that connects the home's main spaces. The remodeled kitchen (2021) is both stylish and functional, featuring Bosch",NA,"1946",NA,"","property_images/20765189_img1.jpg","https://www.zillow.com/homedetails/4707-Toland-Way-Los-Angeles-CA-90042/20765189_zpid/",2025-11-21 09:47:38.324484
"20578005","$3,500,000","5255 Veronica St, Los Angeles, CA 90008","3","3","2,166",1615.88,"Single Family","For Sale",34.013542,-118.36108,"CA","Los Angeles",NA,"25597285","Carport","Mid-Century Architectural Masterpiece | Alloi \"Syntax House\" | Baldwin Vista -- Perched high in the Baldwin Vista hills, this completely re-imagined 1952 Mid-Century residencerebuilt from the ground up by Alloi Architecture + Construction, an award-winning architect-led design-build studiodelivers one of the most breathtaking panoramas in Los Angeles. Enjoy unobstructed views of Downtown LA from the front terrace and sweeping vistas of Century City and the Hollywood Hills from the backyard. Ever",NA,"1952","19520.36","","property_images/20578005_img1.jpg","https://www.zillow.com/homedetails/5255-Veronica-St-Los-Angeles-CA-90008/20578005_zpid/",2025-11-21 09:50:26.029478
"20524379","$59,900,000","133 S Mapleton Dr, Los Angeles, CA 90024","9","14","26,522",2258.5,"Single Family","For Sale",34.08171,-118.43328,"CA","Los Angeles",NA,"24-463937","Carport","When an estate surpasses architecture and design, it becomes a work of art. Inspired by the iconic Reina Sofia museum in Madrid & built by a world class art collector on the finest street in Holmby Hills, a spectacular backdrop was created for a personal collection of antiquities & contemporary art. After a decade, the result is rarefied 26,522 Sq feet of museum-quality rooms w/soaring ceilings, carefully curated materials & a flow that makes this landmark home feel both expansive and intimate a",NA,NA,"1.1","","property_images/20524379_img1.jpg","https://www.zillow.com/homedetails/133-S-Mapleton-Dr-Los-Angeles-CA-90024/20524379_zpid/",2025-11-21 09:50:26.029478
"19955216","$699,900","8133 Brimfield Ave, Panorama City, CA 91402","3","2","1,184",591.13,"Single Family","For Sale",34.218884,-118.45873,"CA","Panorama City",NA,"PW25262506","Carport","Listing Provided by: Noelle Longmeyer DRE #01313351 nlongmeyer@gmail.com,Y Realty,Listing Team: Nest Socal Group Welcome to an incredible opportunity to reimagine a classic home with solid bones and exceptional potential. This 3-bedroom, 1.5-bath single-family residence offers 1,184 square feet of living space and sits on two parcels totaling an expansive 7,193 square-foot lot, providing ample room for future improvements, expansion, or outdoor living enhancements. In mostly original condition, ",NA,"1953",NA,"","property_images/19955216_img1.jpg","https://www.zillow.com/homedetails/8133-Brimfield-Ave-Panorama-City-CA-91402/19955216_zpid/",2025-11-21 09:50:26.029478
"20797285","$1,999,999","1417 Queens Rd, Los Angeles, CA 90069","3","2","1,779",1124.23,"Single Family","For Sale",34.095375,-118.37515,"CA","Los Angeles",NA,"25596997","Carport","In a colorful garden setting just a few doors above Sunset, this vintage 2-story Spanish Revival home is ideally located in the heart of the Strip, close to many great dining establishments, upscale hotels, the Sunset Plaza shopping district, and West Hollywood's most happening nightlife. As you approach the gated home, you'll be charmed by the lush, vibrant landscaping. Enter through the original paneled front door and be welcomed by the arched walls, warm oak floors, and coved plaster ceilings",NA,"1936",NA,"","property_images/20797285_img1.jpg","https://www.zillow.com/homedetails/1417-Queens-Rd-Los-Angeles-CA-90069/20797285_zpid/",2025-11-21 09:50:26.029478
"72506359","$3,395,000","709 Vernon Ave, Venice, CA 90291","4","5","2,470",1374.49,"Single Family","For Sale",33.99851,-118.46734,"CA","Venice",NA,"25610123","Carport","Tucked away on one of Venice's most desirable and peaceful streets, this newly crafted home blends timeless materials with modern California design. Nearly 2,500 SF of living space unfolds in a seamless balance of luxury and warmth, with wide-plank white oak floors, natural cedar siding, and custom designer finishes throughout. At the heart of the home lies a stunning custom kitchen featuring arbescato marble countertops, plaster walls, and bespoke custom white oak cabinetry with a fully integra",NA,"1925",NA,"","property_images/72506359_img1.jpg","https://www.zillow.com/homedetails/709-Vernon-Ave-Venice-CA-90291/72506359_zpid/",2025-11-21 09:50:26.029478
"20541967","$599,000","674 Palmera Ave, Pacific Palisades, CA 90272",NA,NA,"4,565",131.22,NA,"For Sale",34.047455,-118.5381,"CA","Pacific Palisades",NA,"25498371","Carport","The most affordable vacant lot in the highly desirable Pacific Palisades offers a unique chance to build something special. While affected by the recent Palisades fire, it now presents a fresh start for buyers with vision. Conveniently close to Sunset, PCH, Temescal Canyon, and all the Village has to offer, this property is perfect for those looking to invest, rebuild, and bring new life to a deserving and sought-after area of Los Angeles. Phase 1 and 2 has been completed by the Army Corps of En",NA,NA,NA,"","property_images/20541967_img1.jpg","https://www.zillow.com/homedetails/674-Palmera-Ave-Pacific-Palisades-CA-90272/20541967_zpid/",2025-11-21 09:50:26.029478
"20926863","$850,000","6119 Haas Ave, Los Angeles, CA 90047","3","3","1,303",652.34,"Single Family","For Sale",33.98386,-118.31704,"CA","Los Angeles",NA,"CV25259610","Carport","Listing Provided by: Uriel Ojeda DRE #01474944 uriel@theojedateam.com,PAK HOME REALTY Welcome to 6119 Haas Ave — where timeless Spanish charm meets modern sophistication. Nestled in the heart of Los Angeles, this beautifully remodeled 3-bedroom, 2.5-bath home offers 1,304 square feet of thoughtfully designed living space. Every detail was carefully chosen to preserve the classic Spanish character while incorporating elegant, contemporary upgrades for today’s lifestyle. Step inside to discover a ",NA,"1929",NA,"","property_images/20926863_img1.jpg","https://www.zillow.com/homedetails/6119-Haas-Ave-Los-Angeles-CA-90047/20926863_zpid/",2025-11-21 09:50:26.029478
"20523173","$4,995,000","1648 Summitridge Dr, Beverly Hills, CA 90210","5","7","5,404",924.32,"Single Family","For Sale",34.101192,-118.41884,"CA","Beverly Hills",NA,"25600155","Carport","Perched in an exclusive enclave of Beverly Hills, this reimagined modern estate spans 1.24 acres of gated hillside, offering unrivaled privacy and sweeping jetliner views from the Pacific Ocean to the Downtown skyline. A long private drive and expansive motor court introduce the home, framed by lush, curated landscaping. Nearly every room opens to breathtaking views, with walls of glass and seamless indoor-outdoor transitions designed for both intimate living and entertaining. The formal dining ",NA,"1940","19401.24","","property_images/20523173_img1.jpg","https://www.zillow.com/homedetails/1648-Summitridge-Dr-Beverly-Hills-CA-90210/20523173_zpid/",2025-11-21 09:50:26.029478
"20524401","$49,500,000","570 S Mapleton Dr, Los Angeles, CA 90024","5","9","7,826",6325.07,"Single Family","For Sale",34.074306,-118.42829,"CA","Los Angeles",NA,"25556491","Carport","Located on one of the most desirable streets in all of Los Angeles, this estate is on an all useable 1.45 acres with 210 ft frontage on the 14th hole of the famed Los Angeles Country Club. The 1930's Country English home was remodeled in 1979 and is now available for sale for the first time in decades. The home is 7,826 sf ft and the property includes a sunny pool, huge lawns, and a N/S lighted tennis court bordering the country club. The property is totally private and gated with a circular dri",NA,"1930","19301.45","","property_images/20524401_img1.jpg","https://www.zillow.com/homedetails/570-S-Mapleton-Dr-Los-Angeles-CA-90024/20524401_zpid/",2025-11-21 09:50:26.029478
"19991740","$4,995,000","4620 Rubio Ave, Encino, CA 91436","5","6","5,894",847.47,"Single Family","For Sale",34.15522,-118.494064,"CA","Encino",NA,"25611343","Carport","Imagine owning this trophy property of historical significance which was designed in 1939 by J. R. Davidson, a pivotal figure in the Los Angeles modern architecture movement known for his iconic Case Study homes. This gated single-level mid-century home offers lush landscaping and privacy and exemplifies the signature warmth and fluidity of Davidson's architectural style. Recently reimagined and updated with the finest materials that blend perfectly with the architect's original vision of seamle",NA,"1939","19390.65","","property_images/19991740_img1.jpg","https://www.zillow.com/homedetails/4620-Rubio-Ave-Encino-CA-91436/19991740_zpid/",2025-11-21 09:53:12.974234
"20176125","$899,900","9701 Crebs Ave, Northridge, CA 91324","3","2","1,704",528.11,"Single Family","For Sale",34.24651,-118.54421,"CA","Northridge",NA,"SR25262670","2","Listing Provided by: Shawn Shai Halahmy DRE #01088893 818-613-7355,BrokerInTrust Real Estate-Shawn Shai Halahmy * * Welcome home to this wonderful property * * 1st time on the market in 34 years * * Approximately 1700 sf with 3 bedrooms, 2 bathrooms, a huge family room, a sparkling pool, a 2 car garage, great yard with RV/Boat access, BUT wait, there's so much more! * * This great home has just been updated with a new roof, a new kitchen, new appliances, new flooring, new paint, updated and new ",NA,"1960",NA,"","property_images/20176125_img1.jpg","https://www.zillow.com/homedetails/9701-Crebs-Ave-Northridge-CA-91324/20176125_zpid/",2025-11-21 09:53:12.974234
"20385066","$1,795,000","7520 W 82nd St, Playa Del Rey, CA 90293","3","3","2,544",705.58,"Single Family","For Sale",33.96198,-118.42896,"CA","Playa Del Rey",NA,"SB25239507","Carport","Listing Provided by: Debbie Efthimos DRE #02140981 801-209-1298,Compass,Nicole Nolan DRE #02133654,Compass Experience the best of coastal living in this lovely Lewis designed home (“Tiburon” floor plan) nestled in the highly sought after Pacific Heights neighborhood of Playa del Rey. This light-filled home offers 3 spacious bedrooms, a versatile den, office or guest bedroom, and 2.5 baths, each space thoughtfully planned for comfortable living. Step into the sunlit, step-down living room featuri",NA,"1985",NA,"","property_images/20385066_img1.jpg","https://www.zillow.com/homedetails/7520-W-82nd-St-Playa-Del-Rey-CA-90293/20385066_zpid/",2025-11-21 09:53:12.974234
